Port,Plant,Cargo,Vessel_Size,Weather,Labor_Action,Rake_Type,Multi_Port_Discharge,Port_Congestion_Index,Rake_Demand,Rake_Availability,Yard_Capacity,Yard_Usage,Vessel_Queue,Date,Delay_Hours,Delay_Severity,High_Risk,Route_Recommendation
Dhamra,SAIL_Rourkela,Limestone,Panamax,Rain,Medium,Standard_IR,0,3,29,6,23,49,1,2022-09-23,58.28470283476559,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Standard_IR,1,8,13,11,56,93,7,2022-09-24,74.41526470986916,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Limestone,Handymax,Cyclone,Low,Captive,0,8,42,37,34,36,10,2022-09-24,137.1174019158701,2,1,Recommend: Divert to alternative safe Port
Vizag,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,Standard_IR,0,7,22,10,46,32,14,2022-09-25,85.17667822975453,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,1,2,10,46,57,16,9,2022-09-25,36.45051082367279,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,SAIL_Rourkela,Coking_Coal,Panamax,Cyclone,Medium,Captive,0,2,21,48,65,73,1,2022-09-26,110.91520202161038,2,1,Recommend: Divert to alternative safe Port
Gangavaram,Vizag_Steel,Limestone,Handymax,Clear,Low,Standard_IR,0,1,12,11,67,93,9,2022-09-26,29.33123118997421,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,Standard_IR,0,8,38,22,65,38,2,2022-09-27,52.338220235562446,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Coking_Coal,Handymax,Clear,Low,GPWIS,0,1,40,47,67,70,9,2022-09-27,10.370610461591795,0,0,Action: Normal secure operations
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Rain,Low,Standard_IR,0,2,45,33,78,53,6,2022-09-27,38.58499104799882,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,SAIL_Rourkela,Limestone,Panamax,Clear,Low,Captive,0,1,11,23,23,78,4,2022-09-28,29.1057038279856,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Limestone,Capesize,Rain,Medium,GPWIS,0,5,31,29,94,36,9,2022-09-28,65.03070963290142,2,1,Recommend: Divert to alternative safe Port
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Captive,0,7,31,8,38,21,10,2022-09-29,22.026012076090677,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Coking_Coal,Handymax,Rain,High,GPWIS,0,6,40,17,76,26,2,2022-09-29,43.21875761090633,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,8,44,38,24,45,10,2022-09-30,64.11170304411237,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,Captive,0,6,38,31,61,43,1,2022-09-30,35.88517632101625,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Limestone,Handymax,Cyclone,High,Standard_IR,0,6,23,36,38,46,11,2022-09-30,177.12753611072708,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Medium,GPWIS,0,5,18,32,67,15,5,2022-10-01,37.35268606454083,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Vizag_Steel,Coking_Coal,Handymax,Cyclone,Low,GPWIS,0,10,41,13,44,41,9,2022-10-01,148.77462793534926,2,1,Recommend: Divert to alternative safe Port
Dhamra,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,7,36,12,86,82,0,2022-10-02,63.10259213439981,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,3,19,25,45,31,7,2022-10-02,44.95341331763173,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,GPWIS,1,9,34,34,93,19,4,2022-10-03,28.462076900080127,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,Captive,0,10,42,33,81,38,4,2022-10-03,76.44849299395258,2,1,Recommend: Transshipment away from congested port
Dhamra,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,GPWIS,0,6,46,17,63,75,1,2022-10-04,22.826495152676006,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Limestone,Panamax,Clear,Medium,Standard_IR,0,3,18,22,46,65,6,2022-10-04,46.49916488098922,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,SAIL_Rourkela,Limestone,Capesize,Clear,Low,Standard_IR,1,3,20,13,26,20,13,2022-10-04,97.71896429183673,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Limestone,Capesize,Clear,Low,Standard_IR,0,1,16,42,61,94,4,2022-10-05,31.699202889973684,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Captive,1,1,16,26,92,67,7,2022-10-05,12.311615427645817,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,Captive,0,3,43,35,75,61,4,2022-10-06,17.37592149508125,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Vizag_Steel,Iron_Ore,Panamax,Rain,Low,Captive,0,4,28,39,22,70,14,2022-10-06,28.713400510418246,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Iron_Ore,Handymax,Rain,Low,Captive,1,2,29,46,32,26,8,2022-10-07,28.16548056705472,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,9,34,46,89,39,4,2022-10-07,46.85278797426003,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,8,14,14,78,81,12,2022-10-07,55.39852883990237,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,0,7,36,35,87,14,12,2022-10-08,44.883236147231415,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,3,38,13,57,46,2,2022-10-08,16.323689092560222,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Limestone,Handymax,Clear,High,Captive,0,4,34,48,88,35,1,2022-10-09,62.704820200375565,2,1,Recommend: Expedite alternative multi-modal transport via truck
Vizag,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,5,46,44,20,79,4,2022-10-09,74.26841463849001,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Iron_Ore,Capesize,Clear,Medium,Captive,0,4,24,28,69,89,9,2022-10-10,17.155576367569257,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,SAIL_Rourkela,Coking_Coal,Panamax,Rain,High,Standard_IR,0,9,13,45,92,10,12,2022-10-10,162.9738366909763,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Captive,0,7,23,12,28,18,9,2022-10-11,41.407498650557805,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,4,26,24,72,94,4,2022-10-11,40.64513694523506,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,8,30,21,29,80,5,2022-10-11,68.15831623968633,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,SAIL_Rourkela,Iron_Ore,Handymax,Cyclone,Medium,Captive,0,2,25,32,96,73,1,2022-10-12,71.37865432225942,2,1,Recommend: Divert to alternative safe Port
Paradip,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,GPWIS,0,7,35,10,48,88,4,2022-10-12,25.459190099547403,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,Captive,0,8,11,37,46,14,0,2022-10-13,51.41013847067831,2,1,Recommend: Transshipment away from congested port
Paradip,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,1,18,46,55,33,14,2022-10-13,30.578523052313404,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,6,24,32,37,60,2,2022-10-14,44.73049359397807,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Capesize,Clear,Low,Standard_IR,1,5,44,5,37,47,2,2022-10-14,58.28350325569525,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Limestone,Panamax,Clear,Low,Captive,0,9,33,45,28,38,2,2022-10-15,38.6414529217365,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Captive,0,9,47,39,86,55,14,2022-10-15,49.933669798256,2,1,Recommend: Transshipment away from congested port
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,Standard_IR,0,3,23,28,26,61,2,2022-10-15,70.56657959556493,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,GPWIS,0,9,46,10,77,55,7,2022-10-16,5.954162817871797,0,0,Action: Normal secure operations
Paradip,Vizag_Steel,Coking_Coal,Panamax,Rain,Low,Captive,1,9,46,11,98,84,14,2022-10-16,99.63019075213634,2,1,Recommend: Divert to alternative safe Port
Haldia,SAIL_Rourkela,Coking_Coal,Panamax,Rain,Low,Standard_IR,0,5,27,41,92,68,5,2022-10-17,51.26597016380102,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,0,2,15,13,49,77,0,2022-10-17,37.306656714582445,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Medium,GPWIS,0,2,31,20,80,19,5,2022-10-18,25.496645482053665,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Limestone,Handymax,Clear,High,GPWIS,0,1,27,38,36,13,0,2022-10-18,69.74437357830563,2,1,Recommend: Expedite alternative multi-modal transport via truck
Dhamra,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,7,11,39,72,61,12,2022-10-18,58.17984584393645,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Low,Standard_IR,0,4,41,39,25,83,0,2022-10-19,14.580105115939638,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Rain,Low,Standard_IR,0,5,26,24,58,27,2,2022-10-19,60.389255385049594,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Limestone,Panamax,Cyclone,Low,Captive,0,4,10,27,44,85,14,2022-10-20,96.60367458949493,2,1,Recommend: Divert to alternative safe Port
Vizag,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Standard_IR,0,6,18,46,61,60,7,2022-10-20,42.75260597648812,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,8,45,27,78,34,3,2022-10-21,62.805370700144444,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,2,22,39,61,32,5,2022-10-21,18.230877963361404,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,4,46,8,57,69,4,2022-10-22,38.59331749470478,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,GPWIS,1,8,39,14,50,46,9,2022-10-22,65.46892652783534,2,1,Recommend: Transshipment away from congested port
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,3,40,47,48,77,13,2022-10-22,29.375531462756893,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Limestone,Capesize,Cyclone,Low,GPWIS,1,5,32,15,28,86,2,2022-10-23,123.75289972145194,2,1,Recommend: Divert to alternative safe Port
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,Captive,0,3,37,44,20,27,14,2022-10-23,24.933980614528075,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Coking_Coal,Capesize,Rain,Low,Standard_IR,0,7,19,13,99,38,13,2022-10-24,97.96813399965163,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Coking_Coal,Handymax,Rain,Medium,Standard_IR,0,3,34,44,91,39,14,2022-10-24,58.01733264021255,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Iron_Ore,Capesize,Clear,Low,Captive,1,2,35,36,29,50,5,2022-10-25,10.208977335039403,0,0,Action: Normal secure operations
Vizag,JSW_Vijayanagar,Coking_Coal,Handymax,Clear,Medium,Standard_IR,1,9,35,21,95,97,10,2022-10-25,107.42496577009237,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Limestone,Capesize,Rain,Low,Standard_IR,0,8,45,16,66,16,10,2022-10-25,109.56565232476316,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,0,3,22,27,35,83,5,2022-10-26,25.835368916526598,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,GPWIS,0,7,26,19,66,46,5,2022-10-26,10.28782414510129,0,0,Action: Normal secure operations
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,5,49,32,62,36,8,2022-10-27,17.710825173732495,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Iron_Ore,Capesize,Cyclone,Low,GPWIS,1,10,13,42,43,30,13,2022-10-27,178.05610923004164,2,1,Recommend: Divert to alternative safe Port
Haldia,SAIL_Rourkela,Iron_Ore,Handymax,Rain,Low,Standard_IR,0,7,32,9,27,52,14,2022-10-28,75.50741177632801,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Limestone,Panamax,Rain,Low,GPWIS,0,2,44,44,94,60,9,2022-10-28,0.6190084927793009,0,0,Action: Normal secure operations
Gangavaram,JSW_Vijayanagar,Limestone,Handymax,Clear,Low,Captive,0,5,18,19,98,62,7,2022-10-29,37.15229238289554,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Capesize,Rain,Low,Standard_IR,0,4,20,22,45,80,12,2022-10-29,47.55701723029525,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,1,21,25,26,22,10,2022-10-29,37.02946404872106,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,8,24,7,34,96,5,2022-10-30,54.555064811964215,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Medium,Standard_IR,1,1,46,30,67,72,1,2022-10-30,70.44166879432446,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Capesize,Rain,Low,Standard_IR,0,7,14,19,22,66,3,2022-10-31,81.62877543902131,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,0,7,28,49,35,34,14,2022-10-31,47.74467972875677,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Captive,0,7,20,24,98,22,5,2022-11-01,25.12604912005026,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Clear,Low,GPWIS,0,1,18,25,33,46,8,2022-11-01,33.256209790284174,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,GPWIS,0,3,44,30,94,39,10,2022-11-01,0.0,0,0,Action: Normal secure operations
Haldia,JSW_Vijayanagar,Limestone,Handymax,Rain,Low,GPWIS,0,5,22,27,92,21,14,2022-11-02,38.96086387433403,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Coking_Coal,Handymax,Clear,High,GPWIS,0,2,36,45,22,99,1,2022-11-02,32.19919918959718,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Medium,Standard_IR,0,2,21,29,89,74,5,2022-11-03,45.586612673784295,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,GPWIS,0,5,18,8,50,27,9,2022-11-03,34.31575600304254,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,GPWIS,0,5,37,14,99,94,10,2022-11-04,35.68958542268398,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,GPWIS,0,4,22,26,94,71,9,2022-11-04,0.0,0,0,Action: Normal secure operations
Dhamra,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,7,29,7,36,33,9,2022-11-05,58.15947417901648,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Coking_Coal,Panamax,Cyclone,Low,Standard_IR,0,10,22,23,68,69,6,2022-11-05,134.77556795548477,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Captive,0,6,36,35,22,26,13,2022-11-05,40.83709975585024,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Coking_Coal,Capesize,Clear,High,GPWIS,1,4,38,33,91,18,14,2022-11-06,65.20853970208796,2,1,Recommend: Expedite alternative multi-modal transport via truck
Haldia,Vizag_Steel,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,2,35,13,74,69,13,2022-11-06,59.595312977119534,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,7,38,41,59,61,7,2022-11-07,34.00240300608285,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Medium,Standard_IR,0,9,31,11,85,24,12,2022-11-07,51.182356962369965,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,SAIL_Rourkela,Limestone,Panamax,Clear,Low,GPWIS,0,9,18,42,59,86,8,2022-11-08,57.98239461731367,2,1,Recommend: Transshipment away from congested port
Gangavaram,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,3,33,28,49,37,4,2022-11-08,30.126083959307223,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Coking_Coal,Handymax,Rain,High,Standard_IR,0,1,28,12,44,90,8,2022-11-08,117.77546855441608,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Medium,Captive,0,9,47,38,26,18,8,2022-11-09,49.76306435921124,2,1,Recommend: Transshipment away from congested port
Haldia,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Standard_IR,0,8,40,30,69,65,12,2022-11-09,75.54427424695808,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,GPWIS,0,7,48,32,20,94,14,2022-11-10,20.01054309775933,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,Captive,0,6,24,32,63,84,10,2022-11-10,49.65951362782695,2,1,Recommend: Expedite alternative multi-modal transport via truck
Dhamra,Vizag_Steel,Iron_Ore,Panamax,Rain,Low,GPWIS,0,10,41,11,68,45,6,2022-11-11,50.471877980881786,2,1,Recommend: Divert to alternative safe Port
Gangavaram,Tata_Steel_Kalinganagar,Coking_Coal,Handymax,Cyclone,Low,GPWIS,0,7,38,7,26,65,1,2022-11-11,74.82886887018594,2,1,Recommend: Divert to alternative safe Port
Haldia,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,GPWIS,0,9,43,26,22,98,7,2022-11-12,62.13531694885842,2,1,Recommend: Transshipment away from congested port
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Panamax,Rain,Medium,Standard_IR,1,6,18,42,20,80,11,2022-11-12,127.02653772179448,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Coking_Coal,Capesize,Rain,Medium,GPWIS,1,10,44,48,70,29,4,2022-11-12,94.26168617759363,2,1,Recommend: Divert to alternative safe Port
Dhamra,JSW_Vijayanagar,Coking_Coal,Panamax,Cyclone,Low,Captive,1,3,15,22,57,64,12,2022-11-13,136.64607416421654,2,1,Recommend: Divert to alternative safe Port
Gangavaram,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,Standard_IR,1,3,46,16,62,69,10,2022-11-13,69.41584570294413,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Coking_Coal,Capesize,Clear,Low,Standard_IR,1,10,18,43,76,83,1,2022-11-14,99.12161209163325,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,SAIL_Rourkela,Limestone,Panamax,Clear,Medium,Standard_IR,0,4,23,35,74,44,7,2022-11-14,44.62052781609927,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,8,32,48,52,87,6,2022-11-15,77.48720491797323,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,10,37,45,99,54,4,2022-11-15,66.16519580751765,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Rain,Low,Standard_IR,0,10,28,9,72,10,13,2022-11-15,124.80405526129232,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Clear,Low,Standard_IR,1,8,35,47,30,49,9,2022-11-16,88.91122802744417,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Limestone,Capesize,Clear,High,Standard_IR,0,9,25,33,81,78,3,2022-11-16,135.06523640674524,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,GPWIS,0,10,47,40,91,47,12,2022-11-17,52.519842398454564,2,1,Recommend: Transshipment away from congested port
